id,id_ex,siret,gestion,date_creat,date_publi,nature,groupement,titre,objet,objet_social1,objet_social2,adr1,adr2,adr3,adrs_codepostal,libcom,dir_civilite,siteweb,observation,position,rup_mi,maj_time
332P2927600,2927600,,332P,2002-02-18,2002-03-30,D,S,ASSOCIATION MULTI-SPORTS C.E. COFINOGA,promouvoir la pratique du sport dans lentreprise COFINOGA  et inciter les membres du personnel a participer a une activite physique,011000,000000,Comite d Etablissement Cofinoga,106108 Avenue du President Kennedy BP 162,,33708,MERIGNAC CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2927601,2927601,,332P,2004-12-22,0001-01-01,D,S,GOLF,,000000,000000,,,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P2927900,2927900,,332P,2002-02-19,2002-03-30,D,S,LEF INFORMATIQUE,,022542,000000,LEF INFORMATIQUE,71 cours Edouard Vaillant,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2928200,2928200,,332P,2002-02-19,2002-03-30,D,S,RACHEL PES  PRESENCE ECOUTE SOUTIEN ,accompagnement de personnes ou groupes de personnes en difficultes dans lelaboration dun projet au travers dentretiens dateliers dun travail de developpement personnel et dormations,007000,019000,34 rue Fondaudege,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2928300,2928300,,332P,2002-02-19,2002-03-30,D,S,ASSOCIATION POUR LENSEIGNEMENT DE LA CARDIO-CHIRURGIE,diffusion de lenseignement de la cadio chirurgie aux medecins cardiologues et generalistes par le biais de conferences,017000,000000,Clinique SAINT AUGUSTIN,114 avenue dAres,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2928500,2928500,,332P,2002-02-19,2002-03-30,D,S,LECHELLE,FORMATION EN DROIT DES AFFAIRES DES AVOCATS DE LEUR PERSONNEL ET TOUTES PERSONNES ISNT2RESS2ES,015000,000000,34 rue Servandoni,,,33000,BORDEAUX,PM,,W332017187,R,,2014-06-26 16:14:22
332P2928700,2928700,,332P,2002-02-19,2002-03-30,D,S,COLLECTIF GIRONDIN DE SAUVETAGE COTIER - CGSC,Developper le sauvetage et le secourisme sous toutes leurs formes pour tout public et dans une perspective deducation populaire.,019000,000000,Chez M. Johan VAAL,3 rue J.C. Paris,,33300,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2928800,2928800,,332P,2002-02-21,2002-03-30,D,S,COMITE DE LIAISON DU RENOUVEAU COMMUNISTE,uvrer pour le renouveau communiste,001000,000000,25 rue Moliere,,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P2928900,2928900,,332P,2002-02-21,2002-03-30,D,S,ENTRE CIEL ET TERRE,promotion developpement du bienetre et la detente par la pratique lenseignement et lorganisation dactivites sportive artistiques et relaxation,006000,000000,chez Mme Corinne BOUTY,171 rue Manon Cormier,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2929200,2929200,,332P,2002-02-21,2002-03-30,D,S,AFFA - ASSOCIATION DES FAMILLES DE FANA EN AQUITAINE,soutenir des orphelinats en Colombie,007000,019000,chez Mme Cottin,23 rue Durieu de Maisonneuve,,33000,BORDEAUX,PM,,W332030382,R,,2021-03-04 08:08:07
332P2929300,2929300,,332P,2002-02-26,2002-04-06,D,S,LES PELLOS,developpement diffusion de la musique du groupe Les Pellos ainsi qua dautres formations musicales,013000,000000,ABC,8 rue Raymond Valet,,33290,BLANQUEFORT,PM,,,A,,0001-01-01 00:00:00
332P2929700,2929700,,332P,2002-02-25,2002-03-30,D,S,RALLYE MSG,realisation dune manifestation culturelle avec decouverte de Bx a travers un rallye pedestre,007000,000000,Universite Montesquieu Bordeaux IV,avenue Leon Duguit,,33608,PESSAC CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2930100,2930100,,332P,2002-02-25,2002-03-30,D,S,AQUITAINE ESCORT,accompagner les personnes dans leurs differents sorties,007000,000000,Chez Michael FETTIG,66 rue de Cauderan,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2930400,2930400,,332P,2002-02-27,2002-04-06,D,S,BORDEAUX 2002 - ASSOCIATION POUR LE FINANCEMENT DE LA CAMPAGNE DES ELECTIONS LEGISLATIVES DE MONSIEUR ALAIN JUPPE A BORDEAUX  AFCELAj ,,001000,000000,20 Cours de Verdun,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2930500,2930500,,332P,2002-02-27,2002-04-06,D,S,FEDERATION REGIONALE DES CHASSEURS DAQUITAINE,,013000,000000,rue du Petit Barail,BP 231,,33028,BORDEAUX CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2930600,2930600,,332P,2002-02-26,2002-04-06,D,S,IN-FUSIO FOOTBALL CLUB  IFFC ,promouvoir la pratique et developpement du foot.,011075,000000,IN FUSIO,12 Quai de Queyries,,33072,BORDEAUX CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2930700,2930700,,332P,2002-03-01,2002-04-06,D,S,ND LOGISTICS,football dEnt.,011075,000000,CE Worbert Dentressangle Logistics,5 Quai Alfred de Vial     ZI Bassens,,33530,BASSENS,PM,,,A,,0001-01-01 00:00:00
332P2930800,2930800,,332P,1998-12-31,1999-01-23,D,S,JONCTION DES ASSOCIATIONS DES ENFANTS DIFFERENTS,,017000,000000,71 allee du Pas de la Tourte,,,33160,SAINT-AUBIN-DE-MEDOC,PM,,,A,,0001-01-01 00:00:00
332P2931400,2931400,,332P,2002-03-01,2002-04-06,D,S,LES VIDES GRENIERS DU HAILLAN V.G.H.,Promouvoir lactivite de vide grenier ou vente au deballage principalement sur la commune du Haillan 33185 et accessoirement dans la region Aquitaine. Developper diverses activites de loisir ou de culture entre les membres et toute personne desirant y participer.,022542,000000,Chez M. Boris ZULMA,43 rue du Hapchot,,33185,LE HAILLAN,PM,,,A,,0001-01-01 00:00:00
332P2931800,2931800,,332P,1990-04-26,0001-01-01,D,S,CLUB AUTOMOBILE MARTIN,,011160,000000,chez Philippe OLIVIER,2 Allee Hautefort,,33170,GRADIGNAN,PM,,,A,,0001-01-01 00:00:00
332P2932100,2932100,,332P,2002-03-08,2002-04-13,D,S,FORMATIONS MUSICALES LES NUITS BLANCHES,promouvoir la musique sous toutes ses formes,006000,007000,chez Mr Laurent ROBINET,10 rue Camille Jullian,,33130,BEGLES,PM,,W332020264,R,,2016-06-16 09:20:29
332P2932400,2932400,,332P,2002-03-08,2002-04-13,D,S,ASSOCIATION COMEN JEU,Promouvoir le DESS communication et jeunesse de Bordeaux III.,015065,000000,Universite Bordeaux 3,Departement communication sociale,,33608,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P2932600,2932600,,332P,2002-03-08,2002-04-13,D,S,GALA MSG BORDEAUX,uvrer a la diffusion des techniques de gestion enseignees en MSG maitrise de sciences de gestion et promouvoir la MSG Bordeaux par lorganisation de manifestations publiques et en particulier lorganisation de galas.,015065,000000,Universite Bordeaux IV Montesquieu,Bureau C307,,33608,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P2933100,2933100,,332P,1984-03-07,1984-04-01,D,S,TAPS AND JAZZ DANCE,CE DOSSIER a ete classe dans le dossier = numero s-prefecture : 831,006000,007000,chez Mme Marie Noelle ROBERT,3 avenue Mirabeau,,33160,SAINT-MEDARD-EN-JALLES,PM,,,A,,0001-01-01 00:00:00
332P2933200,2933200,,332P,2002-03-14,2002-04-20,D,S,ASSOCIATION REGIONALE DU SUD OUEST EUROPEEN - ARSO,developpement economique et social du SO Uropeen notamment par la promotion developpement participation aux programmes europeens des organisations entre. Collectivites locales du SO Europeens,030000,000000,chez Mr Michel FERILLOT,13 rue Pierre Brossolette,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P2934100,2934100,,332P,2002-03-18,2002-04-20,D,S,UNION DES SOURDS DES ARTS MARTIAUX DE FRANCE U.S.A.M.F.,Assurer le developpement des arts martiaux chez les sourds en France. Participer aux championnats du monde IMAFD. Collaborer avec les federations des arts martiaux.,011000,000000,Chez M. Francois KHALEF,8 rue des Marguerites,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P2934300,2934300,,332P,2002-03-18,2002-04-20,D,S,TIAKO I MADAGASIKARA - REGION SUD OUEST DE FRANCE,Faire connaitre et aimer Madagascar et mener toutes activites qui sy rapportent en conformite aux dispositions legales et reglementaires francaises en vigueur.,006000,000000,Residence Phedre - Appt D 415,,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P2936000,2936000,,332P,2002-03-21,2002-05-04,D,S,BEFLO,Decouverte culturelle de la Scandinavie par la photo.,006000,000000,Chez M. Philippe BEBING,2 rue Cardinal Feltin,,33300,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2936600,2936600,,332P,2002-03-27,2002-05-11,D,S,COULEURS GARONNE,promouvoir la creation les uvres et manifestatons artistiques ou artisanales,007000,000000,chez Mme Robert,20 rue Saint Etienne,,33000,BORDEAUX,PM,,W332019268,R,,2015-11-02 11:25:57
332P2936900,2936900,,332P,1996-06-19,1996-07-10,D,S,GRAND SUD-OUEST TRANSPLAN,,017000,000000,Service Chirurgie Thoracique,Hopital Haut-Leveque,,33604,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P2937500,2937500,,332P,2002-03-29,2002-05-11,D,S,MVCG BORDEAUX DETACHMENT,Conservation et collection de vehicules militaires anciens.,007025,038000,3 quai Hubert Prom,,,33300,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2938200,2938200,,332P,2002-04-03,2002-05-11,D,S,OLIBRIUS,promotion des patrimoines culturels historiques et naturels de la Region Aquitaine aupres dujeune Public,006000,000000,77 rue du Professeur Arnozan,,,33110,LE BOUSCAT,PM,,,A,,0001-01-01 00:00:00
332P2938400,2938400,,332P,2002-04-03,2002-05-11,D,S,AEROSOL CONCEPT,promouvoir la realisation de fresques et participer  par differents procedes a la reconnaissance et la democratisation de cette forme dexpression,006000,000000,chez Denise PELLERIN,11 rue Pablo Picasso,,33700,MERIGNAC,PM,,W332031341,R,,2021-12-03 10:25:33
332P2938900,2938900,,332P,2002-04-03,2002-05-11,D,S,BTK BIOTHERMOCINETIQUE,stimuler les echanges entre les chercheurs en bioenergetique et organiser des congres,017200,000000,Laboratoire Physiologie Mitochondriale,Universite Bx II   BP 62 146 rue L. Saignat,,33076,BORDEAUX CEDEX,PM,,,A,,0001-01-01 00:00:00
332P2939700,2939700,,332P,2002-04-08,2002-05-11,D,S,BORD DESIGN,association commercante proposant des services bases sur les TIC,022542,000000,chez Mr Romain BRIFFA,131 rue Francois de Sourdis,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2940200,2940200,,332P,1993-12-09,1983-12-29,D,S,LES PRODUCTIONS DES PASSEURS,Proposer a un tres large public des animations des manifestations culturelles et des spectacles et assurer la promotion et la production des artistes.,006000,000000,32 rue Magendie,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2940300,2940300,,332P,2002-04-09,0001-01-01,D,S,RADIOPHONIQUE A LECOUTE DU PORTUGAL,emission de programmes radiophoniques et organisation de manifestations culturelles,005000,000000,25 rue Constantin,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2941200,2941200,,332P,2002-04-15,0001-01-01,D,S,MADAGASCAR AVENIR,Developpement de linfrastructure touristique notamment limmobilier a Madagascar et de leducation des jeunes a Madagascar.,020000,000000,Chez Melle Euprasie MAMORY,9 allee du  Pont de Madame,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P2941400,2941400,,332P,2002-04-15,0001-01-01,D,S,ASSOCIATION SOLIDARITE - MOGADOR,Favoriser le developpement economique et sociologique du Sud-Ouest marocain.,020000,000000,73 rue de Marseille,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2941600,2941600,,332P,2002-04-15,0001-01-01,D,S,LES FILMS DAOUT,Production duvres audiovisuelles.,005000,000000,9 rue Leupold,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2941900,2941900,,332P,2002-04-15,0001-01-01,D,S,LE BROUILLON JURIDIQUE,Publication de journaux etudiants apolitiques.,005000,015065,Chez Melle Pauline LEYRIS,28 avenue des Sports,,33290,PAREMPUYRE,PM,,,A,,0001-01-01 00:00:00
332P2942300,2942300,,332P,2002-04-15,0001-01-01,D,S,TEAM RAID EVASION,Reunir des personnes desirant participer a des epreuves multisports et leur permettre de faire la promotion de ces sports.,011000,000000,Chez M. Thierry BERGEY,20 rue de la Lugane - Domaine de Gravette,,33160,SAINT-MEDARD-EN-JALLES,PM,,,A,,0001-01-01 00:00:00
332P2942500,2942500,,332P,2002-04-17,2002-05-25,D,S,LISTE BDE SUPREM,prendre en charge la BDE de lEcole SUPTG,015065,000000,chez Emmanuel TEISSEIRE,7 rue de Cheverus,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2942600,2942600,,332P,2002-04-17,2002-05-25,D,S,BACKGAMMON BORDEAUX CLUB ABBC,pratique du jeu de backgammon et organisation de tournois a tout echelon ,007005,000000,9 rue Leupold,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2942900,2942900,,332P,2002-04-19,2002-05-25,D,S,ACTION ET DEVELOPPEMENT POUR LE BODYBOARD,,007000,011000,Chez Olivier AUCHERON,Appt 64 - 40 rue de lEcole Normale,,33200,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2943000,2943000,,332P,2002-04-18,2002-05-25,D,S,KOFFEE BEATZ,promouvoir et developper les musiques electroniques aupres du grand public,006030,000000,4 rue Permentade,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2943400,2943400,,332P,2002-04-19,2002-05-25,D,S,FIEST ACCROS,Organiser des soirees et des journees pour les etudiants de Bordeaux Ecole de Management afin quils se retrouvent et samusent.,015065,000000,Domaine de Raba,680 cours de la Liberation,,33405,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P2943700,2943700,,332P,2002-04-19,2002-05-25,D,S,LA VI AUC GRAND HER,pratique dactivites multisports et la mise en place de moyens pour y arriver,007000,000000,chez Mr Christophe VINCENT,11 rue de Canteret,,33290,BLANQUEFORT,PM,,,A,,0001-01-01 00:00:00
332P2944000,2944000,,332P,2002-04-23,2002-05-25,D,S,ENTENTE ET BIEN ETRE,animation de notre site,030012,000000,chez Mr Eric SAINT AUBIN,Res. les Erables Bat:C3 apt:321,,33440,AMBARES ET LAGRAVE,PM,,,A,,0001-01-01 00:00:00
332P2944100,2944100,,332P,2002-04-25,2002-05-25,D,S,SAVOIR,aide a la realisation personnelle par la lutte contre lillettrisme,019000,030000,chez Mme FERAEZ,1 rue Pierre Brossolette     Appt 112,,33310,LORMONT,PM,,,A,,0001-01-01 00:00:00
332P2944300,2944300,,332P,2002-04-25,2002-05-25,D,S,OREJONA,conception organisation production diffusion de manifestations artistiques et culturelles  effectuer la fourniture de toutes prestations de service et la vente de tous produits susceptibles de se ra ttacher directement ou indirect. A cette activite,007000,000000,chez Maitre MULLER,29 cours Alsace Lorraine,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2944400,2944400,,332P,2002-04-25,2002-05-25,D,S,TYRABUD,organiser des manifestations festives repas sorties baptemes ou noces rencontres amicales,007000,000000,chez Mr Pascal DEYGNAUD,19 avenue Pierre Corneille,,33600,PESSAC,PM,,W332019086,R,,2015-09-22 08:05:23
332P2944600,2944600,,332P,2002-04-25,2002-05-25,D,S,PLUMES. VIDEO ET SACS A DOS,FAVORISER LES REPORTAGE SJOURNALISTIQUES 2CRITE OU VID2O EN France EN Europe et dans le Monde,005000,007000,chez Christian VEYRET,3 rue Kruger,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P2945100,2945100,,332P,2002-04-25,2002-05-25,D,S,ASSOCIATION SPORTIVE GOLF CORPO ACCOR,promouvoir la pratique du sport et de permettre la paeticipation ou lorganisation de toutes competitions internes ou externes a lentreprise en France copmme a letranger,011000,000000,Hotel Sofitel Aquitania,avenue Jean Gabriel Domergue,,33300,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2945300,2945300,,332P,2002-04-29,2002-05-25,D,S,GENERATION 2,aide et assistance aux persones agees,021000,000000,Mme Aude BIENES,1 rue Anna de Noailles,,33290,PAREMPUYRE,PM,,,A,,0001-01-01 00:00:00
332P2945900,2945900,,332P,2002-04-29,2002-05-25,D,S,VESTIBULE,favoriser developper promouvoir par tous moyens appropries linsertion et reinsertion sociale de publics touches par lexclusion mis en difficulte par des handicaps physiques ou mentaux des troubles psychologiques des experiences de vie excluantes,019000,000000,chez Mlle Agathe GOUPIL,10 rue Saint James,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2946000,2946000,,332P,2002-04-30,2002-06-22,D,S,ASSOCIATION LOGISTIQUE POUR LACF AQUITANIA - ALA,toutes operations logistiques necessaires au bon fonctionnement scient-ifique du College de lAssoc. Cause Freudienne Aquitanania,006000,000000,15 Place Charles Gruet,,,33000,BORDEAUX,PM,,W332023396,R,,2018-04-23 15:06:30
332P2946200,2946200,,332P,2002-05-02,2002-06-08,D,S,LISSANGA,Soutien social et entraide.,020000,000000,11 rue Petrus Rubens,Appt 2142,,33150,CENON,PM,,,A,,0001-01-01 00:00:00
332P2946300,2946300,,332P,2002-05-03,2002-06-08,D,S,CITOYEN  OBLIGE,promotion dune reflexion politique sur les conseauences qui decoulent du 1er tour des elections proesidentielles 2002 ,001000,000000,chez M.Thomas GERBIER et Mme Anouck  JALLON,21 rue Esprit des Lois,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2946501,2946501,,332P,2005-01-24,0001-01-01,D,S,TETE DE LART,,006000,000000,,,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P2946502,2946502,,332P,2005-01-27,0001-01-01,D,S,WEEK END DE SCENES THEATRALES W.E.S.T,DISSOLUTION,013000,000000,,,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P2946503,2946503,,332P,2005-03-17,0001-01-01,D,S,DECOUVART,,006000,000000,,,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P2946600,2946600,,332P,2002-05-03,2002-06-08,D,S,CLUB DES UTILISATEURS DE PTAH,reunir les utilisateurs du logiciel PTAH et ses produits derives ,005020,000000,chez Geo Soft Aquitaine,chateau Bersol - 218228 av. du Ht Leveque,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P2947100,2947100,,332P,1995-04-12,1995-05-10,D,S,LA BELLE EPOQUE AUTOMOBILES,Decouverte et visite du patrimoine francais avec utilisations de vehicules depoque,011160,000000,48 rue de lEcureuil,,,33320,LE TAILLAN-MEDOC,PM,,,A,,0001-01-01 00:00:00
332P2947900,2947900,,332P,2002-05-14,2002-06-22,D,S,KARATE CLUB BORDELAIS,Pratique du karate et arts martiaux affinitaires.,011000,000000,Chez Mme DOUMET,89 rue Fernand Izer,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P2948700,2948700,,332P,2002-05-17,2002-06-22,D,S,MEDIANIM  LASSO,democratiser la pratique du multimedia sous toutes sesf ormes grace a la creation et a la gestion de stations informatiques en acces libre,005000,000000,19 avenue Pierre Wiehm,,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P2948900,2948900,,332P,2002-05-17,2002-06-22,D,S,FEDERATION NATIONALE DES ANCIENS DES MISSIONS EXTERIEURES DEPARTEMENT GIRONDE,,038105,000000,Maison du Combattant,97 rue Saint Genes,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2950100,2950100,,332P,2002-05-22,2002-06-22,D,S,ASSOCIATION DES SAUVAGINIERS DE MALPRAT,gestio nconservation sur les pslans ecologique et cynegenitique du domaine de Malprat situe dans le delta de la Leyre Commune de Biganos en Gironde,024000,000000,chez Me Francois CHAMBOLLE,6 rue de Seze,,33000,BORDEAUX,PM,,W332036275,R,,2025-05-27 08:33:27
332P2950200,2950200,,332P,2002-05-22,2002-06-22,D,S,RESEAU REGIONAL DES MAISONS DASSOCIATIONS,recenser reunir les Maison dAssociations dAquitaine qui ont pour mission le developpement de la vie associative locale a travers la creation de lieux dechanges et rencontres pour les associations  laccompagnement des acteurs accociatifs et la mise a disposition des ressources,007000,000000,70 rue Fondaudege,,,33000,BORDEAUX,PM,,W332020619,R,,2016-09-16 13:44:01
332P2950400,2950400,,332P,2002-05-22,0001-01-01,D,S,FATA MUSICA,promotion du spectacle vivant,006000,000000,chez mr Olivier RIQUE LURBET,52 rue Jules Guesde,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2950700,2950700,,332P,2002-05-24,2002-06-22,D,S,ASSOCIATION DE RECHERCHE DES ANESTHESISTES DE CHIRURGIE GENERALE DE LA CLINIQUE SAINT-AUGUSTIN,Developper la recherche medicale en anesthesie-reanimation et organiser laction detude dans cette specialite portant sur les techniques et equipement.,017145,000000,Clinique Saint-Augustin,114 avenue dAres,,33070,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2952000,2952000,,332P,1997-02-20,0001-01-01,D,S,MAKOCE WAKAN - TERRE SACREE,promouvoir favoriser la connaissance de la culture et traditions de la Nation Lakota et autres nations amerindiennes,006000,000000,chez Mr Jean Olivier NAHOUM,98 avenue Carnot,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P2952100,2952100,,332P,2002-06-03,2002-06-29,D,S,ASSOCIATION DES AMIS DU CLUB ATHLETIQUE BORDEAUX BEGLES GIRONDE,federer les amis supportyers et partenaries du des sportifs professionnels Bx,011000,000000,37 rue du general Andre,,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P2952200,2952200,,332P,2002-06-03,2002-06-29,D,S,ASSOCIATION NATIONALE DES DEBITEURS DE PRESTATION COMPENSATOIRE - ANDPC,representer ses adherents au plan national ,014000,000000,8 Place Saint Projet,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P2952300,2952300,,332P,2002-05-31,2002-06-29,D,S,COMITE REGIONAL AQUITAINE EPMM SPORTS POUR TOUS,promouvoir lentrainement physique sous toutes ses formes dans les secteurs de la vie moderne,011000,000000,Maison des Sports,119 boulevard Wilson,,33200,BORDEAUX,PM,,W332018906,R,,2015-08-06 10:45:03
332P2953000,2953000,,332P,2002-06-05,2002-07-13,D,S,COCKTAIL,promouvoir la culture Antillaise,013000,000000,7 rue du Pradas,,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
